blueMean,blueStd,redMean,redStd,greenMean,greenStd,imgArea,imgPer,greenRatio,nonGreenRatio,contrast,dissimilarity,homogeneity,energy,correlation,diseaseType
164.737125,82.62811943723744,206.7947625,50.13111523862794,197.31184375,45.76102241237171,74.5,33.55634903907776,0.15624375,0.84375625,224.43219298245614,2.6241854636591477,0.7722686695496234,0.6853769269032421,0.9667702218112965,bacterial_leaf_blight
122.991125,88.86672807487835,181.4488625,55.522866437676775,173.48003125,50.395750329259144,36.5,23.071067690849304,0.2415,0.7585,212.25203007518797,4.062318295739349,0.5884295798059205,0.4487641537516411,0.9725499203508677,bacterial_leaf_blight
157.22563125,88.44234370079201,197.27005,57.52800848714911,189.2756875,50.54292231759403,189.5,77.55634891986847,0.19810625,0.80189375,186.98657894736843,2.7659774436090228,0.7521155969801805,0.6639480310794826,0.9664603272042002,bacterial_leaf_blight
164.10940625,84.22348951760704,200.37355625,56.848492499608874,191.3619125,50.59068275722659,84.0,45.31370830535889,0.15504375,0.84495625,172.74630325814536,2.4233333333333333,0.7807051125059683,0.6962371737056348,0.9665686751087885,bacterial_leaf_blight
146.29105,87.315984088811,185.5396125,63.35772550249767,180.7081,51.50993806431919,508.0,146.7695518732071,0.34338125,0.65661875,196.3836466165413,2.432406015037594,0.7389027541751256,0.6186906251493375,0.964010412735245,bacterial_leaf_blight
144.8803625,90.34088588157962,190.27023125,54.55299630929105,187.5599625,49.8974449946948,0.0,0.0,0.27254375,0.72745625,246.01957393483707,3.6602882205513776,0.632186895294506,0.525592769506647,0.9703586673324108,bacterial_leaf_blight
189.082175,58.71511940947897,214.78279375,40.77525723640454,202.21075,34.20860943443186,19444.5,911.9827550649643,0.09343125,0.90656875,112.35654135338345,1.9239598997493736,0.8888268024604055,0.8728575691496058,0.9542888725237758,bacterial_leaf_blight
149.1821875,95.24718897539624,191.33131875,58.70383215034516,190.3049125,50.0301079687756,172.0,65.4558436870575,0.34605,0.65395,214.44449874686714,3.3949248120300752,0.6764218885291414,0.5903549965435693,0.9686068276050263,bacterial_leaf_blight
168.7608875,80.68278394559984,205.10380625,48.73372554517518,197.62155625,44.841014139714616,39.0,26.485281229019165,0.172875,0.827125,291.4448621553885,3.916892230576441,0.7307692418271968,0.649962435249246,0.9632776003841477,bacterial_leaf_blight
158.00813125,86.03966368851503,197.15100625,55.35426036776628,190.99165625,46.533199429351896,70.5,37.899494767189026,0.25121875,0.74878125,150.10347117794487,2.2911528822055134,0.7449625634411764,0.647995716362146,0.9765643172771927,bacterial_leaf_blight
183.457325,62.09746163366402,209.9076375,43.08446392458183,197.813625,36.131408453855975,22.0,17.656854152679443,0.1065,0.8935,113.985,2.235300751879699,0.8671140788739746,0.8518363704057061,0.9575510347416062,bacterial_leaf_blight
182.8222,64.28662253657443,209.73555625,45.20884939094431,198.49996875,36.55362909478379,23410.0,862.5096664428711,0.1303625,0.8696375,96.45855889724311,1.9507769423558898,0.8673048896877458,0.8485063994577718,0.963306147002704,bacterial_leaf_blight
158.901125,86.25566821220724,193.66928125,59.365801551553204,185.47219375,49.30661506646407,43423.5,1029.1543279886246,0.24768125,0.75231875,113.34155388471179,2.5919423558897243,0.7651247135087862,0.7222773788401664,0.969388083505496,bacterial_leaf_blight
170.129475,78.35970695277244,205.24164375,47.79151391249378,197.3554875,40.11779706236801,46.0,33.656854033470154,0.19884375,0.80115625,385.305238095238,5.7081203007518795,0.7536510269361237,0.7311249379004123,0.937713536655701,bacterial_leaf_blight
152.77995,82.54732341510233,196.97038125,49.55127020551186,187.0212,42.893690976179705,182.0,63.79898953437805,0.188375,0.811625,207.22895989974936,4.1902380952380955,0.7041924166778635,0.6484588746756824,0.9701727203819548,bacterial_leaf_blight
177.22433125,75.78291277880703,208.15951875,49.50472411819299,198.1476375,41.734444145916136,178.0,94.48528122901917,0.163925,0.836075,135.91334586466166,2.3552506265664164,0.8288587837557241,0.7991781247667405,0.9621257995907655,bacterial_leaf_blight
180.938575,72.32316772286302,210.0498,48.687711308501655,199.296175,42.164596883752786,22.0,17.656854152679443,0.13353125,0.86646875,117.40575187969925,2.0340852130325815,0.8448776128938958,0.8129297445655664,0.96523361647935,bacterial_leaf_blight
188.96515625,60.105093001035165,216.68313125,34.655108215748996,204.17186875,30.107200216605552,115.0,48.485281229019165,0.0611625,0.9388375,128.65680451127818,1.968784461152882,0.8788265843557688,0.8635404346487503,0.9622555703095833,bacterial_leaf_blight
171.02338125,74.33479524803407,201.58841875,53.16330461064895,192.70694375,42.2648821338039,34.0,23.656854152679443,0.2109625,0.7890375,133.54313283208018,1.9826190476190475,0.820394063497804,0.768855399937892,0.9669786744009065,bacterial_leaf_blight
174.26694375,73.66981690139006,204.1940375,50.331913454075966,195.4690375,41.012801097018404,83.0,46.485281229019165,0.2100875,0.7899125,150.2015789473684,3.0727944862155394,0.7942690275532286,0.7589615414519578,0.9684805678212465,bacterial_leaf_blight
171.79255625,78.98731977881377,205.461375,48.59620145247337,197.92993125,39.26627078830218,38.0,25.656854152679443,0.20578125,0.79421875,224.6651754385965,3.335137844611528,0.7828760068086235,0.7518454559871376,0.9568477969031121,bacterial_leaf_blight
176.9789125,71.64223025086072,207.8007375,46.988361132902845,197.8373375,37.75642847133577,33099.5,978.1837655305862,0.16345,0.83655,114.5335463659148,2.028095238095238,0.8245563646935408,0.7871161201360151,0.9740746071604798,bacterial_leaf_blight
174.1828625,71.64345372262629,206.780175,47.88404942639432,195.48663125,38.63688113417701,65.5,33.899494767189026,0.16346875,0.83653125,193.03394736842105,3.288659147869674,0.8210356578909725,0.803507076280229,0.9474765425211217,bacterial_leaf_blight
184.550825,67.25726748329414,213.34686875,43.08286246664993,202.446925,37.27608996453859,0.0,6.0,0.10285625,0.89714375,226.48240601503758,2.76390977443609,0.8413745078246917,0.8177351007136127,0.9442565500574754,bacterial_leaf_blight
167.866625,80.1269220431521,204.51334375,45.54162556875123,197.393675,38.32352306344466,46646.5,1056.1837655305862,0.23869375,0.76130625,241.37515037593982,4.313922305764411,0.7332715961847055,0.6897768202006866,0.9682253919309178,bacterial_leaf_blight
168.06,78.13126390888605,207.8472375,41.32765857895404,197.43324375,36.5227352973882,22.0,17.656854152679443,0.05105,0.94895,149.70807017543856,2.290676691729324,0.7786995673139947,0.7254661444342593,0.9779995000783732,bacterial_leaf_blight
168.67955,76.50826548025711,198.953575,55.36144332673576,191.8317875,45.106759798890934,34.0,23.656854152679443,0.23829375,0.76170625,157.85933583959897,3.4952756892230576,0.7616062660635203,0.7207011941888297,0.9683071722887368,bacterial_leaf_blight
160.42466875,84.76101831150199,201.13861875,48.094869436273015,193.93809375,39.6648474579975,88.0,41.31370830535889,0.24075625,0.75924375,125.86863408521302,1.9342857142857144,0.7772938077910241,0.695550436253496,0.9802048354739168,bacterial_leaf_blight
191.1888625,58.48815376600713,219.4905125,30.817269671198062,206.75111875,25.697808795175483,17709.0,893.4558436870575,0.073775,0.926225,105.67853383458647,1.6139097744360904,0.8993696121265051,0.8837577757957682,0.9672675747023972,bacterial_leaf_blight
168.016325,75.10158559241192,206.86531875,43.1833540523533,195.772325,36.46313602934305,76.0,52.14213538169861,0.1372125,0.8627875,165.68279448621553,2.2865664160401002,0.789380999184218,0.7376560917283094,0.9727238229747325,bacterial_leaf_blight
166.4995,79.76249008619277,201.1243375,55.28772911041015,193.01591875,44.0177818085305,453.0,148.42640614509583,0.2165625,0.7834375,243.9879448621554,4.795513784461153,0.763376583113617,0.7463127638932554,0.9443108705877662,bacterial_leaf_blight
155.05458125,84.84626377830169,192.70845625,56.323071946510844,187.36435,44.448592065188066,52620.5,1068.0416301488876,0.2796375,0.7203625,130.54873433583958,2.533671679197995,0.7396926241447278,0.664640196547172,0.9772112352682742,bacterial_leaf_blight
185.1709875,64.35832299147364,213.1406375,44.46660554386397,201.514825,37.04595818330759,24369.5,939.9827550649643,0.1255,0.8745,126.44644110275689,2.0430701754385967,0.8626519441367471,0.8419116334592539,0.9611726473491491,bacterial_leaf_blight
189.03371875,58.89381626534231,217.7723,35.58181263243906,204.428475,31.265931885590344,21331.5,921.012192606926,0.05759375,0.94240625,103.84758145363409,1.4827819548872179,0.8865946273100471,0.860995750140959,0.9694161778327851,bacterial_leaf_blight
169.46814375,79.97173358555719,208.96248125,43.63519979435638,198.826125,36.093387448179136,37210.0,988.6274166107178,0.1712625,0.8287375,131.21865914786966,2.484486215538847,0.7957948329699003,0.7612779883865761,0.9765129117912972,bacterial_leaf_blight
168.99186875,78.4722024199192,206.29255,45.86366619664743,195.7452375,40.27083493135688,59.0,32.485281229019165,0.1377,0.8623,286.68454887218047,5.444987468671679,0.750846801974676,0.7364380220540506,0.9507070315184247,bacterial_leaf_blight
179.5148375,70.00737661024439,207.233625,52.5184620572554,197.51363125,42.77003202230533,26.0,19.656854152679443,0.1764375,0.8235625,116.06322055137845,2.310488721804511,0.8318029511502331,0.8043183935872033,0.9641911834940302,bacterial_leaf_blight
176.025575,72.0868793257093,206.38184375,51.65580668328186,195.1251625,44.18177830677025,54.0,33.65685415267944,0.15009375,0.84990625,140.05264411027568,2.3553007518796996,0.827650230716997,0.7930095097235875,0.9595693767264987,bacterial_leaf_blight
165.30905,79.02887779538248,208.741125,41.05311082895393,195.9620625,37.85333470443646,167.0,64.97056245803833,0.03115,0.96885,171.0645112781955,2.6300626566416043,0.7712891503946933,0.7250804428528842,0.9740939905615339,bacterial_leaf_blight
201.41633125,39.46062910725415,224.37370625,23.412214758298944,210.033475,20.928725879144555,101.0,53.31370830535889,0.02150625,0.97849375,107.56454887218044,1.2208145363408522,0.9444983225480599,0.9366432924785812,0.939557655500031,bacterial_leaf_blight
162.77756875,81.22083087539195,200.7478,51.70019930000271,191.67719375,43.0815669965121,130.5,60.38477599620819,0.22255625,0.77744375,192.1484335839599,3.0173182957393485,0.7676118264005672,0.7223564753773676,0.9618068033704069,bacterial_leaf_blight
177.18588125,68.96034416177822,210.5252875,43.50071764399232,199.0032625,37.61260130403232,235.5,108.87005722522736,0.12071875,0.87928125,211.8710401002506,2.9318796992481206,0.8145316298546685,0.7755447007049726,0.960262756713429,bacterial_leaf_blight
181.32098125,67.73091393364737,212.58856875,43.01754357906229,200.688425,36.670130842681424,186.0,84.14213538169861,0.11895,0.88105,214.31568922305763,2.317042606516291,0.8544516200287966,0.8184881241970305,0.9475403529858206,bacterial_leaf_blight
195.7209625,49.2951993156899,220.78906875,30.14227432954875,207.3915375,26.34096592545713,15608.0,891.7401144504547,0.04703125,0.95296875,132.06537593984962,1.845062656641604,0.9115498821842991,0.8969547237857126,0.9537736753731921,bacterial_leaf_blight
246.68443125,38.06623976851435,248.48694375,32.85954301316949,249.058225,27.47670531285319,1.0,4.0,0.03200625,0.96799375,262.16538847117795,2.1260401002506266,0.9562540145610662,0.953277304990354,0.8147221347460796,bacterial_leaf_blight
233.74199375,58.00197185462716,239.68085,46.04144538649389,242.3458125,35.61232899172482,2.5,7.414213538169861,0.0867125,0.9132875,403.1489097744361,3.546228070175439,0.8971327506318539,0.8883922611837042,0.8853583486882775,bacterial_leaf_blight
197.0202375,47.819109181828075,221.1765875,30.320876131056032,207.6078125,26.14173988021539,62.0,37.65685415267944,0.04828125,0.95171875,148.10981203007518,1.6302631578947369,0.924326061745336,0.9137556934651784,0.9312576714525879,bacterial_leaf_blight
220.0484875,76.22612314005181,229.4132625,59.209205167829225,230.06998125,55.506345212729045,22.0,17.656854152679443,0.1229875,0.8770125,179.46449874686715,3.061441102756892,0.8423582784331187,0.8257057240599308,0.9483230222964045,bacterial_leaf_blight
234.44568125,60.64275306640851,238.14974375,53.36990158843593,240.38264375,43.64542719473125,14.0,13.656854152679443,0.08100625,0.91899375,251.6191478696742,2.983408521303258,0.9022916355166145,0.8942558660596377,0.8899782170902589,bacterial_leaf_blight
202.159375,84.68338783143585,215.43385,69.18916740847155,223.66228125,52.024941516506274,0.0,2.0,0.2257625,0.7742375,628.0608646616541,5.49187969924812,0.7813558401588441,0.746362743024445,0.888262714410151,bacterial_leaf_blight
195.83375,50.13497168581529,219.6409,33.24722352603297,206.6157875,27.520881721973296,14013.5,914.9533175230026,0.06854375,0.93145625,116.66117794486215,1.6517919799498746,0.9175397536353505,0.9068193720964844,0.9459806468259029,bacterial_leaf_blight
196.8184875,46.27896609921556,219.04725,32.18079559205304,205.49454375,26.816128220332924,10935.5,853.2375882863998,0.05496875,0.94503125,85.91269423558896,1.1687844611528821,0.9363590138399431,0.9265008926207167,0.9363248551568052,bacterial_leaf_blight
195.4997125,48.222373566813815,218.231875,33.387254439147505,204.84938125,27.778987701897066,12437.0,801.0538226366043,0.0604125,0.9395875,83.53112781954889,1.2089974937343362,0.9293661176716604,0.917378825037992,0.9471864646700542,bacterial_leaf_blight
194.209475,53.237116119530505,218.94200625,31.978836446546346,206.1672125,25.96432557336785,15277.5,880.5269113779068,0.0843625,0.9156375,104.35048872180451,1.5074185463659149,0.9108749716837536,0.8990410775163808,0.9578100941808888,bacterial_leaf_blight
187.22961875,63.850662341745895,212.71671875,44.23601454678527,200.84123125,36.97372866284957,19478.5,906.6690467596054,0.10725,0.89275,99.18576441102759,1.7175689223057646,0.888475119454504,0.8726499238356795,0.9501978940396599,bacterial_leaf_blight
174.2497125,74.34160287932554,207.86824375,45.66632412446381,198.60761875,38.96243759320826,38.0,25.656854152679443,0.1532625,0.8467375,355.6047117794486,4.576817042606516,0.7875708084233698,0.7547641821604247,0.9385904514606177,bacterial_leaf_blight
167.39269375,82.37309435045347,199.48009375,57.2537162876019,190.2271625,48.13606181646556,37007.0,1004.8528122901917,0.19884375,0.80115625,110.21895989974938,2.2996365914786967,0.7998160804558873,0.7625683603284159,0.9668739761243605,bacterial_leaf_blight
180.4856625,70.00765971974847,211.0592,42.15183368324561,200.173025,34.43504573613014,29250.5,957.9827550649643,0.15875625,0.84124375,122.94964912280703,1.8658897243107768,0.8449741304571482,0.8112949777427118,0.9712135654714463,bacterial_leaf_blight
216.119475,79.2904141477668,223.06369375,70.3569613603104,227.25326875,57.28386857301341,14.0,13.656854152679443,0.15090625,0.84909375,410.0069799498747,4.471127819548872,0.8311464131419858,0.8139032533440222,0.8719136062951361,bacterial_leaf_blight
189.37390625,94.31230884866626,207.006225,73.96454842523798,208.34904375,68.67006443648197,51007.0,1341.82337474823,0.232925,0.767075,238.6075939849624,4.334987468671679,0.7133636918074954,0.6729898289656906,0.9565210619841227,bacterial_leaf_blight
185.80611875,63.36408626983347,215.332025,40.41958834401181,203.0051,35.107153102893434,346.0,152.62741661071777,0.08886875,0.91113125,238.15647869674183,2.2726942355889723,0.8723659938333668,0.8411409110930793,0.9348123289810015,bacterial_leaf_blight
183.0634125,65.18048014056696,210.73525625,43.41539982537113,200.22778125,34.28797816950058,124.0,61.31370830535889,0.1339875,0.8660125,143.0825939849624,2.071390977443609,0.8610761611813956,0.83292194968579,0.9593489493600836,bacterial_leaf_blight
214.95176875,74.48294531298103,226.15095,59.929132849537375,231.17804375,45.995050077949536,78.0,35.31370830535889,0.1639625,0.8360375,538.3554010025063,4.58625313283208,0.8331442810353161,0.8088283419401091,0.8917073506723913,bacterial_leaf_blight
239.32026875,51.086527668043495,242.75209375,44.197658577589955,243.836825,36.74063603721872,14.0,13.656854152679443,0.06005,0.93995,277.0521929824562,2.6746115288220556,0.9274569287561742,0.9218805564903307,0.8576181210324795,bacterial_leaf_blight
226.6578625,67.30026386969887,234.93694375,50.94684637108892,235.55284375,47.614169451310254,55.0,34.485281229019165,0.10400625,0.89599375,229.7926691729323,3.3088972431077694,0.8594977308022838,0.8464936545622482,0.9438389468293853,bacterial_leaf_blight
181.4873875,67.57674380602282,209.8383375,47.172388536474315,199.3684125,39.52690773042895,30053.5,989.5807341337204,0.15945625,0.84054375,119.39556390977442,2.0431203007518794,0.8370224427974957,0.8061881740177388,0.9696860444400229,bacterial_leaf_blight
192.97196875,59.420332656415034,218.679275,38.069053021770515,206.5953125,34.310169272787675,0.0,14.0,0.06578125,0.93421875,202.7460401002506,2.3088972431077694,0.878710207370693,0.8610861169689581,0.9387775093541162,bacterial_leaf_blight
178.72069375,68.17350443367798,209.387425,45.69851640774977,197.69853125,37.229882458084305,41.0,26.485281229019165,0.1437875,0.8562125,175.32644110275686,2.794799498746867,0.8399877944312678,0.8197894564309156,0.9512000008303021,bacterial_leaf_blight
181.980375,68.44313142937992,211.42690625,43.430096935232726,200.944425,35.79304889108184,14.0,13.656854152679443,0.136825,0.863175,120.70434837092732,1.7443483709273182,0.8511051701754976,0.8068983433951832,0.9722985921533843,bacterial_leaf_blight
183.59945625,66.41442978340125,212.56024375,44.31909247932076,201.2398125,36.84169702884008,51.0,32.485281229019165,0.13003125,0.86996875,138.3742731829574,2.191453634085213,0.8538710688024176,0.8281735067471712,0.9623884562661643,bacterial_leaf_blight
193.8561625,53.22907345402129,221.3446125,31.39762060610396,207.616325,28.16876827258116,273.0,90.62741649150848,0.03661875,0.96338125,128.21294486215538,1.489248120300752,0.9033034546364791,0.8800406033758061,0.9613927181876588,bacterial_leaf_blight
174.92288125,76.1534862724511,212.26675625,40.53756094479644,201.2901875,34.14969606328647,14.0,13.656854152679443,0.1342625,0.8657375,144.25147869674186,2.2921428571428573,0.8184644673480281,0.7839556408689258,0.973434873599822,bacterial_leaf_blight
188.846875,60.39611330817882,214.75535,41.3155480282847,203.40325625,32.8051648471218,228.5,99.55634891986847,0.1096375,0.8903625,128.0820551378446,2.1447368421052624,0.8840768591811109,0.8718227403246429,0.9493452499854231,bacterial_leaf_blight
171.037225,77.5506487838714,207.1223875,44.99734779739628,196.5798375,39.58999417117403,30.0,21.656854152679443,0.10453125,0.89546875,211.06541353383457,4.4071428571428575,0.762594723281511,0.7469276558321869,0.9622103231044721,bacterial_leaf_blight
185.15348125,65.49633796828566,211.9187625,47.805864969359085,201.27264375,39.49844834465761,56.0,32.485281229019165,0.1353625,0.8646375,140.34864661654134,2.1758646616541353,0.8568831146482528,0.8315959911032625,0.9543701117842959,bacterial_leaf_blight
226.6629375,67.30650554642615,234.94140625,50.949139080287324,235.54971875,47.6132758854702,18.0,15.656854152679443,0.1024625,0.8975375,229.91592731829576,3.309937343358396,0.8595997613658448,0.8464560701465539,0.9438565086343927,bacterial_leaf_blight
189.36846875,94.30730406246524,207.0067875,73.96335167790764,208.3480375,68.67402807756797,51011.0,1339.82337474823,0.23311875,0.76688125,238.57429824561402,4.334498746867168,0.7132409163448675,0.6729773189504866,0.9565374116524687,bacterial_leaf_blight
216.1216375,79.28639545545373,223.06468125,70.34948932000785,227.251475,57.28724245261222,14.0,13.656854152679443,0.15096875,0.84903125,407.40045112781957,4.458182957393484,0.8310473171242255,0.8138155195462128,0.8729638512411245,bacterial_leaf_blight
184.284825,62.156264565362804,210.36460625,43.375894728898224,198.1535375,36.146422385017495,14.0,13.656854152679443,0.10738125,0.89261875,102.86459899749373,1.7574812030075189,0.8786889513951311,0.8580131098241135,0.9580390161511707,bacterial_leaf_blight
181.282075,64.74042870335641,208.51765625,44.97242433710724,196.68108125,37.417687623380715,21.5,17.071067690849304,0.11955,0.88045,102.23557644110275,1.8814786967418549,0.8625543967430273,0.8378534267077691,0.9645423253163148,bacterial_leaf_blight
180.4907125,70.00370133958877,211.06446875,42.160838760990906,200.1716375,34.43557866609175,29252.5,957.1543279886246,0.158025,0.841975,123.01550125313281,1.8661152882205512,0.8449801011059553,0.8112824905156124,0.9712016493402483,bacterial_leaf_blight
167.392575,82.36820319376511,199.4882625,57.246172467957145,190.2265,48.14238359024198,37008.0,1004.8528122901917,0.2004375,0.7995625,110.34948621553885,2.3002631578947375,0.7999009723017676,0.7625620806306765,0.9668400040821101,bacterial_leaf_blight
174.2428625,74.34587895644313,207.8745,45.66816574212282,198.60359375,38.9608570341434,38.0,25.656854152679443,0.1552,0.8448,355.7704511278195,4.577543859649123,0.7876467697826184,0.7547642168019626,0.9385553514366238,bacterial_leaf_blight
189.99495625,55.977447184652725,218.38104375,31.027892684012325,205.208425,26.504829447090863,0.0,2.0,0.0569125,0.9430875,126.81105263157895,1.4950877192982457,0.8937303899238891,0.8702825154482857,0.9655237108738383,bacterial_leaf_blight
185.38684375,65.22939738463852,216.62571875,38.42656170926431,204.36899375,34.50795342906416,46.0,27.313708305358887,0.07979375,0.92020625,177.7486215538847,2.055952380952381,0.8647375983540426,0.8277056267346731,0.9596011282006269,bacterial_leaf_blight
167.39236875,82.37340265834611,199.479975,57.253350657401484,190.227075,48.136335282657065,37007.0,1004.8528122901917,0.1992375,0.8007625,110.21616541353383,2.2995112781954887,0.7998469205826424,0.7625683382426359,0.9668741325742564,bacterial_leaf_blight
180.4861375,70.00665429322481,211.05885,42.15229619104397,200.1727875,34.435262188341824,29250.5,957.9827550649643,0.158675,0.841325,122.93031328320804,1.8659523809523806,0.8449019182405921,0.8112949881949474,0.9712176734854219,bacterial_leaf_blight
181.2794125,64.74399009680236,208.516725,44.976175168353016,196.6787625,37.41521223337633,21.5,17.071067690849304,0.12008125,0.87991875,102.51724310776943,1.8835714285714285,0.8625022434733235,0.8378283612222277,0.9644561728501666,bacterial_leaf_blight
184.28670625,62.1563364088989,210.36505,43.36811675640873,198.1495375,36.149601153209055,14.0,13.656854152679443,0.10695,0.89305,102.87991228070176,1.7575062656641602,0.878659090060744,0.8580193698424765,0.9580326405285389,bacterial_leaf_blight
216.1193625,79.29002555551104,223.0632125,70.35745441443888,227.25358125,57.283493502052124,14.0,13.656854152679443,0.15098125,0.84901875,410.0585213032581,4.4713157894736835,0.8311273344653004,0.8138969910784827,0.8719007743545569,bacterial_leaf_blight
189.3734,94.31290088020832,207.00628125,73.96441985371006,208.34863125,68.67077262199344,51008.0,1340.6518018245697,0.2328875,0.7671125,238.20804511278195,4.332882205513784,0.7133603398416591,0.6729961018821249,0.9565941619350247,bacterial_leaf_blight
239.320575,51.085501922457176,242.7522375,44.196995104232975,243.83679375,36.74064976249006,14.0,13.656854152679443,0.06,0.94,277.0230952380952,2.6746992481203007,0.9274410402698865,0.9218742883407406,0.8576607660073776,bacterial_leaf_blight
181.48694375,67.57725119841984,209.83815625,47.17281049874585,199.36798125,39.52726427479707,30053.5,989.5807341337204,0.15946875,0.84053125,119.3863784461153,2.0429949874686715,0.8370418454550326,0.8061881820039658,0.9696882854849652,bacterial_leaf_blight
166.923575,80.42688587605126,204.8819375,44.757085458573975,197.37154375,37.671690783555704,698.0,171.11269783973694,0.2149625,0.7850375,216.22424812030076,3.666641604010025,0.740680308255577,0.6917557399563369,0.9714618733396173,bacterial_leaf_blight
146.54019375,88.53235713264648,183.15636875,64.07262621481989,181.41245,54.74454513919629,14.0,13.656854152679443,0.36646875,0.63353125,216.75155388471177,4.012556390977444,0.6541404219988323,0.5543135759026856,0.9654373345572168,bacterial_leaf_blight
183.24635,65.85360002822547,212.14725,40.91669576636779,200.6655125,33.58440773800162,24951.0,929.1126978397369,0.125,0.875,124.6320426065163,2.2060025062656643,0.8584244554787053,0.8382827796468927,0.9647145313080716,bacterial_leaf_blight
178.7208125,68.17291263280339,209.38734375,45.69893826523037,197.698175,37.230027889720624,41.0,26.485281229019165,0.143825,0.856175,175.57840852130326,2.796190476190476,0.8399251423249032,0.8197706580827611,0.9511411814016669,bacterial_leaf_blight
181.98033125,68.44319721046259,211.42670625,43.430642730982136,200.9445875,35.793201581513266,29956.0,969.0538227558136,0.13686875,0.86313125,119.61660401002504,1.7383208020050127,0.8511098769625783,0.8068670062861223,0.9725645377934999,bacterial_leaf_blight
